uid	similarity	catnum	ti_uid	gene	indication_mesh_id	indication_mesh_term	hcat	acat	ccat	hcatnum	acatnum	ccatnum	succ_p_1	succ_1_2	succ_2_3	succ_3_a	orphan	year_launch	arow	assoc_mesh_id	assoc_mesh_term	assoc_source	assoc_info	original_trait	original_link	assoc_year	pic_qtl_pval	pic_h4	af_gnomad_nfe	l2g_share	l2g_rank	cat	assoc_share	assoc_rank	source_name	abs_beta	abs_or	highest_phase_with_known_outcome	areas	genetic_insight	target_status	phase
PPARG-D015179	0.591	3	PPARG-D015179	PPARG	D015179	Colorectal Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	384694	D001943	Breast Neoplasms	OTG	NA	Percent mammographic density	https://genetics.opentargets.org/study/GCST90011733	2020	NA	NA	0.142049279655312	0.71	1	Phase II	0.71	1	GWAS	NA	NA	2	oncology	both	unsupported target	II
PPARG-D015228	1	5	PPARG-D015228	PPARG	D015228	Hypertriglyceridemia	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2013	384903	D015228	Hypertriglyceridemia	Genebass	missenseLC burden continuous both_sexes irnt	Triglycerides	https://genebass.org/gene/ENSG00000132170/phenotype/continuous-30870-both_sexes-NA-irnt?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021	NA	NA	NA	NA	NA	Launched	NA	NA	GWAS	0.006259	NA	3	metabolic	both	genetically supported target	Launched
PPARG-D016889	0.549	3	PPARG-D016889	PPARG	D016889	Endometrial Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	384694	D001943	Breast Neoplasms	OTG	NA	Percent mammographic density	https://genetics.opentargets.org/study/GCST90011733	2020	NA	NA	0.142049279655312	0.71	1	Phase II	0.71	1	GWAS	NA	NA	2	oncology	gwas	unsupported target	II
PPARG-D024821	0.871	4	PPARG-D024821	PPARG	D024821	Metabolic Syndrome	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	384812	D006946	Hyperinsulinism	OTG	NA	Fasting blood insulin	https://genetics.opentargets.org/study/GCST007898	2015	NA	NA	0.133000129819551	0.84	1	Phase III	0.84	1	GWAS	0.031257037	NA	3	metabolic	both	genetically supported target	III
PPARG-D034381	0.463	4	PPARG-D034381	PPARG	D034381	Hearing Loss	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	TRUE	NA	384870	D009765	Obesity	Genebass	missenseLC burden continuous both_sexes irnt	Trunk fat mass	https://genebass.org/gene/ENSG00000132170/phenotype/continuous-23128-both_sexes-NA-irnt?burdenSet=pLoF&phewasOpts=1&resultLayout=full	2021	NA	NA	NA	NA	NA	Phase III	NA	NA	GWAS	0.0060003	NA	3	neurology, signs/symptoms	both	unsupported target	III
PPARG-D045743	0.449	3	PPARG-D045743	PPARG	D045743	Scleroderma, Diffuse	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	384694	D001943	Breast Neoplasms	OTG	NA	Percent mammographic density	https://genetics.opentargets.org/study/GCST90011733	2020	NA	NA	0.142049279655312	0.71	1	Phase II	0.71	1	GWAS	NA	NA	1	dermatology	gwas	unsupported target	II
PPARG-D045745	0.479	3	PPARG-D045745	PPARG	D045745	Scleroderma, Limited	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	384694	D001943	Breast Neoplasms	OTG	NA	Percent mammographic density	https://genetics.opentargets.org/study/GCST90011733	2020	NA	NA	0.142049279655312	0.71	1	Phase II	0.71	1	GWAS	NA	NA	1	dermatology	gwas	unsupported target	II
PPARG-D048909	0.711	3	PPARG-D048909	PPARG	D048909	Diabetes Complications	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	384700	D003920	Diabetes Mellitus	OTG	NA	Diabetes mellitus	https://genetics.opentargets.org/study/FINNGEN_R6_E4_DIABETES	2022	NA	NA	0.128346143652266	0.85	1	Phase II	0.85	1	GWAS	NA	1.100197820000725	2	endocrine	gwas	unsupported target	II
PPARG-D054990	0.229	3	PPARG-D054990	PPARG	D054990	Idiopathic Pulmonary Fibrosis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	384777	D006402	Hematologic Diseases	OTG	NA	Eosinophil percentage of white cells	https://genetics.opentargets.org/study/GCST004600	2016	NA	NA	0.563955757970072	0.84	1	Phase II	0.84	1	GWAS	0.03053637	NA	2	respiratory	both	unsupported target	II
PPARG-D065626	1	5	PPARG-D065626	PPARG	D065626	Non-alcoholic Fatty Liver Disease	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	FALSE	2020	384994	D065626	Non-alcoholic Fatty Liver Disease	OTG	NA	Nonalcoholic fatty liver disease (imputed)	https://genetics.opentargets.org/study/GCST90094908	2021	NA	NA	0.193137509747855	0.63	1	Launched	0.63	1	GWAS	NA	NA	3	digestive	both	genetically supported target	Launched
PPIA-D000086382	0	3	PPIA-D000086382	PPIA	D000086382	COVID-19	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	385349	D000410	Alanine Transaminase	OTG	NA	Alanine aminotransferase levels	https://genetics.opentargets.org/study/GCST90025979	2021	NA	NA	0.0647870816512567	0.68	1	Phase II	0.68	1	GWAS	0.0234808	NA	1	infection, respiratory	gwas	unsupported target	II
PPIA-D000506	0.29	3	PPIA-D000506	PPIA	D000506	Alopecia Areata	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	385403	D045262	Reticulocytosis	OTG	NA	Immature fraction of reticulocytes	https://genetics.opentargets.org/study/GCST90025971	2021	NA	NA	0.401556112356587	0.5	1	Phase II	0.5	1	GWAS	0.0113212	NA	2	dermatology	both	unsupported target	II
PPIA-D001989	0.231	4	PPIA-D001989	PPIA	D001989	Bronchiolitis Obliterans	NA	Phase III	Phase III	NA	5	4	TRUE	TRUE	TRUE	NA	TRUE	NA	385385	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	NA	0.53	1	Phase III	0.53	1	GWAS	0.0295077999999999	NA	2	respiratory	gwas	unsupported target	III
PPIA-D003093	0.234	3	PPIA-D003093	PPIA	D003093	Colitis, Ulcerative	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	385385	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	NA	0.53	1	Phase II	0.53	1	GWAS	0.0295077999999999	NA	2	digestive	both	unsupported target	II
PPIA-D003233	0.374	5	PPIA-D003233	PPIA	D003233	Conjunctivitis, Allergic	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	385393	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90025950	2021	NA	NA	0.124951368175334	0.53	1	Launched	0.53	1	GWAS	0.0198371	NA	3	ophthalmology, immune	both	unsupported target	Launched
PPIA-D003876	0.397	3	PPIA-D003876	PPIA	D003876	Dermatitis, Atopic	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	385393	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90025950	2021	NA	NA	0.124951368175334	0.53	1	Phase II	0.53	1	GWAS	0.0198371	NA	2	congenital, dermatology, immune	gwas	unsupported target	II
PPIA-D006086	0.402	4	PPIA-D006086	PPIA	D006086	Graft vs Host Disease	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	TRUE	NA	385393	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90025950	2021	NA	NA	0.124951368175334	0.53	1	Phase III	0.53	1	GWAS	0.0198371	NA	3	immune	gwas	unsupported target	III
PPIA-D006509	0.311	3	PPIA-D006509	PPIA	D006509	Hepatitis B	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	385403	D045262	Reticulocytosis	OTG	NA	Immature fraction of reticulocytes	https://genetics.opentargets.org/study/GCST90025971	2021	NA	NA	0.401556112356587	0.5	1	Phase II	0.5	1	GWAS	0.0113212	NA	1	infection, digestive	gwas	unsupported target	II
PPIA-D006526	0.308	4	PPIA-D006526	PPIA	D006526	Hepatitis C	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	FALSE	NA	385403	D045262	Reticulocytosis	OTG	NA	Immature fraction of reticulocytes	https://genetics.opentargets.org/study/GCST90025971	2021	NA	NA	0.401556112356587	0.5	1	Phase III	0.5	1	GWAS	0.0113212	NA	3	infection, digestive	gwas	unsupported target	III
PPIA-D007154	0.546	2	PPIA-D007154	PPIA	D007154	Immune System Diseases	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	385393	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90025950	2021	NA	NA	0.124951368175334	0.53	1	Phase I	0.53	1	GWAS	0.0198371	NA	1	immune	gwas	unsupported target	I
PPIA-D008103	0.32	3	PPIA-D008103	PPIA	D008103	Liver Cirrhosis	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	385403	D045262	Reticulocytosis	OTG	NA	Immature fraction of reticulocytes	https://genetics.opentargets.org/study/GCST90025971	2021	NA	NA	0.401556112356587	0.5	1	Phase II	0.5	1	GWAS	0.0113212	NA	1	digestive, signs/symptoms	gwas	unsupported target	II
PPIA-D008113	0.246	3	PPIA-D008113	PPIA	D008113	Liver Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	385385	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	NA	0.53	1	Phase II	0.53	1	GWAS	0.0295077999999999	NA	1	oncology	gwas	unsupported target	II
PPIA-D009203	0.313	4	PPIA-D009203	PPIA	D009203	Myocardial Infarction	Phase III	NA	Phase III	4	NA	4	TRUE	TRUE	TRUE	FALSE	TRUE	NA	385403	D045262	Reticulocytosis	OTG	NA	Immature fraction of reticulocytes	https://genetics.opentargets.org/study/GCST90025971	2021	NA	NA	0.401556112356587	0.5	1	Phase III	0.5	1	GWAS	0.0113212	NA	3	cardiovascular, signs/symptoms	gwas	unsupported target	III
PPIA-D011565	0.241	3	PPIA-D011565	PPIA	D011565	Psoriasis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	385385	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	NA	0.53	1	Phase II	0.53	1	GWAS	0.0295077999999999	NA	2	dermatology	both	unsupported target	II
PPIA-D015352	0.234	5	PPIA-D015352	PPIA	D015352	Dry Eye Syndromes	Launched	Launched	Launched	5	6	5	TRUE	TRUE	TRUE	TRUE	TRUE	NA	385385	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	NA	0.53	1	Launched	0.53	1	GWAS	0.0295077999999999	NA	3	ophthalmology	both	unsupported target	Launched
PPIA-D058186	0.215	3	PPIA-D058186	PPIA	D058186	Acute Kidney Injury	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	TRUE	NA	385385	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	NA	0.53	1	Phase II	0.53	1	GWAS	0.0295077999999999	NA	2	other	gwas	unsupported target	II
PPIA-D065626	0.216	3	PPIA-D065626	PPIA	D065626	Non-alcoholic Fatty Liver Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	385385	D006402	Hematologic Diseases	OTG	NA	Monocyte percentage of white cells	https://genetics.opentargets.org/study/GCST90002394	2020	NA	NA	NA	0.53	1	Phase II	0.53	1	GWAS	0.0295077999999999	NA	1	digestive	both	unsupported target	II
PPIB-D006509	0.23	3	PPIB-D006509	PPIB	D006509	Hepatitis B	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	385424	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90002340	2020	NA	NA	0.00690115761353517	0.64	1	Phase II	0.64	1	GWAS	0.07554	NA	2	infection, digestive	gwas	unsupported target	II
PPIB-D006526	0.226	3	PPIB-D006526	PPIB	D006526	Hepatitis C	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	385424	D008232	Lymphoproliferative Disorders	OTG	NA	Monocyte count	https://genetics.opentargets.org/study/GCST90002340	2020	NA	NA	0.00690115761353517	0.64	1	Phase II	0.64	1	GWAS	0.07554	NA	2	infection, digestive	gwas	unsupported target	II
PPP1R15A-D006333	0.235	3	PPP1R15A-D006333	PPP1R15A	D006333	Heart Failure	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	386640	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transferase levels	https://genetics.opentargets.org/study/GCST90025966	2021	NA	NA	0.151668614465654	0.53	1	Phase II	0.53	1	GWAS	0.0229184	NA	1	cardiovascular	both	unsupported target	II
PPP1R15A-D009202	0.234	3	PPP1R15A-D009202	PPP1R15A	D009202	Cardiomyopathies	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	386640	D008107	Liver Diseases	OTG	NA	Gamma glutamyl transferase levels	https://genetics.opentargets.org/study/GCST90025966	2021	NA	NA	0.151668614465654	0.53	1	Phase II	0.53	1	GWAS	0.0229184	NA	1	cardiovascular	both	unsupported target	II
PPP2CA-D000544	0.557	3	PPP2CA-D000544	PPP2CA	D000544	Alzheimer Disease	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	387570	D007805	Language Development Disorders	OMIM	NA	Houge-Janssens syndrome 3, 618354 (3), Autosomal dominant	https://omim.org/entry/176915	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	neurology, psychiatry	both	unsupported target	II
PPP2CA-D009190	0.195	3	PPP2CA-D009190	PPP2CA	D009190	Myelodysplastic Syndromes	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	387570	D007805	Language Development Disorders	OMIM	NA	Houge-Janssens syndrome 3, 618354 (3), Autosomal dominant	https://omim.org/entry/176915	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	hematology	omim/tcga	unsupported target	II
PPP2CA-D011471	0.188	3	PPP2CA-D011471	PPP2CA	D011471	Prostatic Neoplasms	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	387570	D007805	Language Development Disorders	OMIM	NA	Houge-Janssens syndrome 3, 618354 (3), Autosomal dominant	https://omim.org/entry/176915	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	2	oncology	both	unsupported target	II
PPT1-D000086382	0	3	PPT1-D000086382	PPT1	D000086382	COVID-19	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	388592	D009472	Neuronal Ceroid-Lipofuscinoses	OMIM	NA	Ceroid lipofuscinosis, neuronal, 1, 256730 (3), Autosomal recessive	https://omim.org/entry/600722	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	infection, respiratory	gwas	unsupported target	II
PPT1-D009369	0.218	3	PPT1-D009369	PPT1	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	388592	D009472	Neuronal Ceroid-Lipofuscinoses	OMIM	NA	Ceroid lipofuscinosis, neuronal, 1, 256730 (3), Autosomal recessive	https://omim.org/entry/600722	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	oncology	gwas	unsupported target	II
PPT1-D009472	1	3	PPT1-D009472	PPT1	D009472	Neuronal Ceroid-Lipofuscinoses	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	TRUE	NA	388592	D009472	Neuronal Ceroid-Lipofuscinoses	OMIM	NA	Ceroid lipofuscinosis, neuronal, 1, 256730 (3), Autosomal recessive	https://omim.org/entry/600722	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	OMIM	NA	NA	1	neurology, congenital, metabolic	both	genetically supported target	II
PRAME-D001943	0	2	PRAME-D001943	PRAME	D001943	Breast Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	both	unsupported target	I
PRAME-D004938	0	2	PRAME-D004938	PRAME	D004938	Esophageal Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	both	unsupported target	I
PRAME-D007680	0	2	PRAME-D007680	PRAME	D007680	Kidney Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	both	unsupported target	I
PRAME-D009101	0	3	PRAME-D009101	PRAME	D009101	Multiple Myeloma	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	2	oncology	gwas	unsupported target	II
PRAME-D009190	0	3	PRAME-D009190	PRAME	D009190	Myelodysplastic Syndromes	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	1	hematology	omim/tcga	unsupported target	II
PRAME-D009369	0	3	PRAME-D009369	PRAME	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	1	oncology	gwas	unsupported target	II
PRAME-D010051	0	2	PRAME-D010051	PRAME	D010051	Ovarian Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	gwas	unsupported target	I
PRAME-D010190	0	2	PRAME-D010190	PRAME	D010190	Pancreatic Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	gwas	unsupported target	I
PRAME-D011471	0	2	PRAME-D011471	PRAME	D011471	Prostatic Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	both	unsupported target	I
PRAME-D013736	0	2	PRAME-D013736	PRAME	D013736	Testicular Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	both	unsupported target	I
PRAME-D015179	0	2	PRAME-D015179	PRAME	D015179	Colorectal Neoplasms	Phase I	NA	Phase I	2	NA	2	TRUE	FALSE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase I	NA	NA	NA	NA	NA	1	oncology	both	unsupported target	I
PRAME-D015470	0	3	PRAME-D015470	PRAME	D015470	Leukemia, Myeloid, Acute	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	1	oncology	both	unsupported target	II
PRCP-D012220	0.198	3	PRCP-D012220	PRCP	D012220	Rhinitis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	388953	D012600	Scoliosis	OTG	NA	Adolescent idiopathic scoliosis	https://genetics.opentargets.org/study/GCST006287	2018	NA	NA	0.0405142189326062	0.62	1	Phase II	0.62	1	GWAS	NA	NA	2	infection, respiratory	gwas	unsupported target	II
PREP-D002446	0.66	3	PREP-D002446	PREP	D002446	Celiac Disease	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	390069	D015179	Colorectal Neoplasms	OTG	NA	Colorectal cancer	https://genetics.opentargets.org/study/GCST007992	2019	NA	NA	0.106772184743124	0.86	1	Phase II	0.86	1	GWAS	NA	1.1300000000000006	1	digestive, metabolic	both	unsupported target	II
PRG2-D008113	0.219	3	PRG2-D008113	PRG2	D008113	Liver Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	390318	D000740	Anemia	OTG	NA	Mean corpuscular hemoglobin concentration	https://genetics.opentargets.org/study/GCST90025962	2021	NA	NA	0.737587730699246	0.63	1	Phase II	0.63	1	GWAS	0.0162135	NA	1	oncology	gwas	unsupported target	II
PRKACA-D003876	0	3	PRKACA-D003876	PRKACA	D003876	Dermatitis, Atopic	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	2	congenital, dermatology, immune	gwas	unsupported target	II
PRKACA-D009437	0	3	PRKACA-D009437	PRKACA	D009437	Neuralgia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	2	neurology, signs/symptoms	both	unsupported target	II
PRKACA-D011565	0	3	PRKACA-D011565	PRKACA	D011565	Psoriasis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Phase II	NA	NA	NA	NA	NA	2	dermatology	both	unsupported target	II
PRKCA-D002289	0.21	3	PRKCA-D002289	PRKCA	D002289	Carcinoma, Non-Small-Cell Lung	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391316	D006973	Hypertension	OTG	NA	Systolic blood pressure [East Asian]	https://genetics.opentargets.org/study/GCST007703_2	2018	NA	NA	0.33638726445744	0.76	1	Phase II	0.76	1	GWAS	0.3729	NA	1	oncology	both	unsupported target	II
PRKCA-D003093	0.542	3	PRKCA-D003093	PRKCA	D003093	Colitis, Ulcerative	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391311	D006484	Hemorrhoids	OTG	NA	Haemorrhoidal disease	https://genetics.opentargets.org/study/GCST90014033	2021	NA	NA	0.408247287936218	0.73	1	Phase II	0.73	1	GWAS	NA	1.0223460139602747	2	digestive	both	unsupported target	II
PRKCA-D003876	0.31	3	PRKCA-D003876	PRKCA	D003876	Dermatitis, Atopic	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391322	D008133	Long QT Syndrome	OTG	NA	QT interval	https://genetics.opentargets.org/study/GCST002500	2014	NA	NA	0.588250584871328	0.91	1	Phase II	0.91	1	GWAS	0.74	NA	2	congenital, dermatology, immune	gwas	unsupported target	II
PRKCA-D006086	0.21	3	PRKCA-D006086	PRKCA	D006086	Graft vs Host Disease	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391316	D006973	Hypertension	OTG	NA	Systolic blood pressure [East Asian]	https://genetics.opentargets.org/study/GCST007703_2	2018	NA	NA	0.33638726445744	0.76	1	Phase II	0.76	1	GWAS	0.3729	NA	2	immune	gwas	unsupported target	II
PRKCA-D008545	0.224	3	PRKCA-D008545	PRKCA	D008545	Melanoma	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391316	D006973	Hypertension	OTG	NA	Systolic blood pressure [East Asian]	https://genetics.opentargets.org/study/GCST007703_2	2018	NA	NA	0.33638726445744	0.76	1	Phase II	0.76	1	GWAS	0.3729	NA	1	oncology	both	unsupported target	II
PRKCA-D009369	0.273	3	PRKCA-D009369	PRKCA	D009369	Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391316	D006973	Hypertension	OTG	NA	Systolic blood pressure [East Asian]	https://genetics.opentargets.org/study/GCST007703_2	2018	NA	NA	0.33638726445744	0.76	1	Phase II	0.76	1	GWAS	0.3729	NA	1	oncology	gwas	unsupported target	II
PRKCA-D009437	0.475	3	PRKCA-D009437	PRKCA	D009437	Neuralgia	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391337	D012893	Sleep Wake Disorders	OTG	NA	Daytime nap	https://genetics.opentargets.org/study/GCST011494	2021	NA	NA	0.378295882582154	0.84	1	Phase II	0.84	1	GWAS	0.00702449	NA	2	neurology, signs/symptoms	both	unsupported target	II
PRKCA-D011565	0.215	3	PRKCA-D011565	PRKCA	D011565	Psoriasis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391274	D001145	Arrhythmias, Cardiac	OTG	NA	PR interval	https://genetics.opentargets.org/study/GCST010321	2020	NA	NA	0.588112888542073	0.91	1	Phase II	0.91	1	GWAS	0.38	NA	2	dermatology	both	unsupported target	II
PRKCA-D014605	0.219	3	PRKCA-D014605	PRKCA	D014605	Uveitis	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391274	D001145	Arrhythmias, Cardiac	OTG	NA	PR interval	https://genetics.opentargets.org/study/GCST010321	2020	NA	NA	0.588112888542073	0.91	1	Phase II	0.91	1	GWAS	0.38	NA	2	ophthalmology	gwas	unsupported target	II
PRKCA-D015179	0.777	3	PRKCA-D015179	PRKCA	D015179	Colorectal Neoplasms	NA	Phase II	Phase II	NA	4	3	TRUE	TRUE	NA	NA	FALSE	NA	391311	D006484	Hemorrhoids	OTG	NA	Haemorrhoidal disease	https://genetics.opentargets.org/study/GCST90014033	2021	NA	NA	0.408247287936218	0.73	1	Phase II	0.73	1	GWAS	NA	1.0223460139602747	1	oncology	both	unsupported target	II
PRKCA-D016403	0.204	3	PRKCA-D016403	PRKCA	D016403	Lymphoma, Large B-Cell, Diffuse	Phase II	NA	Phase II	3	NA	3	TRUE	TRUE	FALSE	NA	FALSE	NA	391316	D006973	Hypertension	OTG	NA	Systolic blood pressure [East Asian]	https://genetics.opentargets.org/study/GCST007703_2	2018	NA	NA	0.33638726445744	0.76	1	Phase II	0.76	1	GWAS	0.3729	NA	2	oncology	gwas	unsupported target	II
